4.627452,2.582907,1.225708
5.308034,3.623971,1.160631
4.807571,4.352648,2.128120
4.595039,2.896342,1.281070
6.053753,3.581330,0.340711
4.998758,2.975621,1.260171
5.181824,3.332331,0.903438
4.849359,3.286150,1.557253
4.913371,2.403518,0.633609
4.475266,2.574532,1.342639
4.998914,3.392444,0.681949
6.229323,3.307554,1.822006
4.725755,3.271997,2.082971
5.089358,2.123298,0.483985
4.809548,3.118945,0.776742
4.527985,3.649742,1.367721
4.480096,2.895218,1.200105
4.735942,2.635082,1.368439
4.528231,3.359174,1.210699
4.479828,3.368241,1.100170
5.042183,2.106580,0.853812
5.047128,2.643311,0.383316
4.495930,2.615974,1.091996
4.590833,2.114005,0.853276
4.812595,3.149640,0.727431
4.523799,3.281446,1.468860
5.408360,3.330483,0.659892
5.217459,3.147324,1.656941
5.057193,3.755190,1.958088
5.427317,2.673284,0.947110
5.004829,2.372397,0.348159
5.475952,2.398332,1.036610
4.951417,3.607831,1.989907
4.527892,3.285992,1.373779
4.540398,2.929684,1.316674
4.827910,2.778171,1.376205
5.081915,2.606124,0.734334
4.773828,2.528155,1.743314
4.672722,2.405096,0.575706
4.809556,2.880024,0.666457
5.206109,3.331066,1.096033
4.704986,3.511343,1.904759
5.139537,2.112117,0.435750
5.136798,2.387970,0.422270
4.569354,3.219464,1.844005
5.197680,4.905567,2.025140
4.830482,2.400601,0.557234
4.624109,2.653751,0.927141
5.147460,3.327055,0.636465
4.911781,4.022158,1.125686
4.636765,2.860923,1.186923
5.026672,1.896576,0.496356
4.853067,3.821986,1.111733
4.900225,2.855715,1.180625
4.631051,3.648016,1.213249
4.910139,3.284796,1.068738
4.849638,3.351509,0.789492
4.898468,2.137734,0.335326
5.090136,2.379575,1.142220
4.951064,3.762545,1.362360
5.256664,4.227807,1.919471
4.755007,3.109026,0.874567
4.652253,3.385302,0.844972
4.630027,3.745817,1.646133
4.646074,3.805518,1.779535
4.650668,3.210481,1.289890
5.088403,2.634368,0.896441
5.671828,3.701091,1.708594
4.545354,3.038492,1.420256
4.683800,3.012856,1.387583
4.687216,3.158537,1.452780
4.766331,2.638085,1.131948
4.897647,2.943902,2.118903
4.538462,2.861520,1.377297
4.476424,3.031093,1.533837
4.495143,3.156560,0.671445
4.877612,2.131769,0.772684
4.627009,3.665775,1.126179
4.559254,3.136256,1.221882
4.510367,2.634792,0.871071
4.509944,2.803222,1.033291
4.850146,2.865522,0.858417
4.658796,1.879320,0.579866
4.480689,3.407678,1.097658
4.904838,4.241223,1.989518
5.352751,4.430912,3.231564
4.849906,2.395045,0.622431
4.661209,3.376145,0.980465
4.921680,1.634301,0.421122
5.111204,1.880614,0.670959
4.707298,3.398211,0.689316
4.876673,3.360382,1.350556
4.726656,2.359105,1.063135
5.093530,3.319654,1.542314
4.907794,3.587575,1.233727
5.759424,2.380136,0.502621
4.533639,2.674678,1.154936
4.474492,2.879265,1.181292
4.889986,3.372743,1.016036
5.026061,3.419452,1.190414
5.145661,2.415142,0.864920
4.793562,2.627156,0.638332
4.799637,3.059774,0.789309
4.765078,2.639620,0.649536
5.236582,3.996763,1.916579
4.627534,1.628951,0.865389
4.875862,3.129028,0.653778
4.871153,2.817067,1.075187
5.306867,4.304846,1.973555
4.945556,3.767053,1.098222
4.515525,3.356925,0.735007
4.718028,2.632077,1.518037
4.608786,2.655310,0.679203
4.722030,1.898116,1.107212
4.760878,2.871978,1.024513
4.938984,3.282085,1.223780
4.799810,3.794737,1.738848
4.485288,2.303278,1.550029
4.970076,2.881673,0.931421
4.700961,3.001769,1.320398
4.526668,2.818028,1.178220
4.639255,3.747340,1.575789
4.805246,3.780432,1.210651
4.591945,2.607932,0.899092
4.852430,1.889126,0.528560
4.608371,3.070108,1.181191
4.817544,2.119483,0.261044
4.607322,2.653116,0.643093
4.541599,2.852513,0.955987
4.706598,2.397629,0.971739
4.766158,2.624172,1.274075
4.650314,3.370036,1.285781
4.849278,2.113768,0.837299
4.633716,2.787058,1.786975
4.694685,2.973763,1.394307
4.584690,3.752265,1.308228
5.358947,4.394218,1.954061
4.885652,4.245749,2.433738
4.572540,2.842517,1.420007
4.584508,3.412302,1.732298
4.532754,3.374740,1.117894
4.815478,3.319530,1.121928
4.656933,1.635057,1.052248
4.964918,1.626280,0.846608
4.709023,2.642599,0.332383
5.190852,3.277228,1.393521
4.612596,1.898221,0.811129
4.642745,3.849468,1.572671
4.647253,3.517868,1.115706
4.673677,2.119932,1.045068
4.472864,3.360050,0.737671
5.258719,2.112867,0.423486
4.586769,3.852310,1.916911
4.844172,3.538295,1.864688
5.074482,3.581803,0.919323
5.038091,2.882827,0.802184
4.700561,3.761189,1.237227
4.658972,3.390490,1.478549
5.483670,2.881689,1.130389
4.720032,2.804667,1.618264
4.704622,1.901733,0.719800
4.489389,2.878327,1.232728
4.515051,2.801574,1.155417
4.603388,3.116492,1.058186
4.577580,2.781516,1.014992
4.474527,3.396654,0.966864
4.747932,3.303161,1.737123
4.543474,3.687325,1.607557
5.393352,3.128141,1.056223
4.859487,3.217945,1.738045
5.557125,3.153115,1.752615
4.574017,3.581507,1.411647
4.807170,3.328389,1.451546
5.157870,3.748343,2.040820
4.860304,2.643396,0.636597
4.715456,1.882493,0.652591
4.685510,2.329031,0.995884
5.293167,3.320971,0.369725
4.950431,2.650518,0.794959
4.763563,3.585714,1.802385
4.754587,2.393251,1.054301
5.289778,2.902149,1.776473
4.459603,2.365965,0.978322
4.944216,3.121007,0.676976
4.852361,3.516535,1.598574
5.476252,3.327856,0.316156
5.220637,3.408408,1.084188
4.486453,3.249367,1.630985
5.576896,3.339389,0.591529
4.656358,2.142041,0.770603
5.143874,2.143751,0.417325
4.600796,2.644098,0.542061
4.969451,4.276987,2.467069
4.634097,2.357884,0.842747
